Console,GameName,Review,Score
XBOX,Prisoner of War Review,Fair,6
XBOX,Gun Metal Review,Fair,6
PC,Prince of Qin Review,Fair,6
PC,Big Scale Racing Review,Fair,6
PS2,SOCOM: U.S. Navy SEALs Review,Great,8
XBOX,MLB Slugfest 2003 Review,Great,8
PC,Season Ticket Football 2003 Review,Abysmal,1
PC,The Thing Review,Good,7
PS2,Onimusha 2: Samurai's Destiny Review,Good,7
XBOX,Dead to Rights Review,Good,7
PC,Age of Sail II: Privateer's Bounty Review,Good,7
PC,Aliens vs. Predator 2 - Primal Hunt Review,Mediocre,5
PS2,NFL 2K3 Review,Superb,9
XBOX,Street Hoops Review,Poor,4
PS2,Madden NFL 2003 Review,Superb,9
PC,Suzuki Alstare Extreme Racing Review,Mediocre,5
PC,NASCAR Racing 4 Review,Superb,9
PC,FIFA 2001 Major League Soccer Review,Superb,9
XBOX,Mike Tyson Heavyweight Boxing Review,Terrible,2
PC,Ultima Online - The Second Age Review,Fair,6
PC,Shadow of Destiny Review,Good,7
PC,Rock Manager Review,Good,7
PC,Intellivision Lives! Review,Great,8
XBOX,Crazy Taxi 3 Review,Fair,6
PC,Age of Wonders II: The Wizard's Throne Review,Great,8
XBOX,Enclave Review,Fair,6
XBOX,NCAA Football 2003 Review,Great,8
PS2,The Mark of Kri Review,Good,7
PC,Operation Flashpoint: Resistance Review,Great,8
PC,Delta Force: Task Force Dagger Review,Poor,4
PC,Hero X Review,Bad,3
PS2,Gravity Games: Street Vert Dirt Review,Abysmal,1
PS2,Barbarian Review,Mediocre,5
PC,Warcraft III: Reign of Chaos Review,Superb,9
PC,Magic The Gathering Online Review,Good,7
PS2,Men in Black II: Alien Escape Review,Good,7
PS2,RedCard Soccer 2003 Review,Good,7
PS2,Global Touring Challenge: Africa Review,Mediocre,5
PS2,Stuntman Review,Great,8
PC,Neverwinter Nights Review,Superb,9
PC,The Worst Case Scenario Survival Trivia Challenge Review,Mediocre,5
PS2,MLB Slugfest 2003 Review,Great,8
PS2,Scooby-Doo: Night of 100 Frights Review,Good,7
PC,Operation Blockade Review,Bad,3
PS2,Endgame Review,Mediocre,5
PC,Uncommon Valor: Campaign for the South Pacific Review,Good,7
PS2,Way of the Samurai Review,Good,7
PC,Legion Review,Mediocre,5
XBOX,World Series Baseball Review,Good,7
PC,Zoo Tycoon: Dinosaur Digs Expansion Pack Review,Fair,6
XBOX,Legends of Wrestling Review,Mediocre,5
PS2,Medal of Honor Frontline Review,Superb,9
PC,Duke Nukem: Manhattan Project Review,Good,7
PC,Soldier of Fortune II: Double Helix Review,Great,8
PC,Grand Theft Auto III Review,Superb,9
PC,Crisis Team: Ambulance Driver Review,Abysmal,1
PC,The Elder Scrolls III: Morrowind Review,Great,8
PC,Dragon Throne: Battle of Red Cliffs review,Fair,6
PC,Flanker 2.5 Review,Great,8
PS2,World of Outlaws: Sprint Cars 2002 Review,Fair,6
PS2,2002 FIFA World Cup Review,Good,7
XBOX,ESPN MLS ExtraTime 2002 Review,Fair,6
XBOX,Spider-Man: The Movie Review,Good,7
PS2,Spider-Man: The Movie Review,Good,7
PC,Army Men: RTS Review,Good,7
PC,Dungeon Siege Review,Great,8
PS,Yu-Gi-Oh! Forbidden Memories Review,Mediocre,5
PC,Carnivores: Cityscape Review,Mediocre,5
PS,Hooters: Road Trip Review,Terrible,2
PS2,Deus Ex: The Conspiracy Review,Great,8
PC,Blood Omen 2 Review,Good,7
PC,Freedom Force Review,Superb,9
PS2,Blood Omen 2 Review (PlayStation 2) Review,Good,7
PS2,"Monsters, Inc. Review",Mediocre,5
PC,Diggles Review,Fair,6
XBOX,Gunvalkyrie Review,Fair,6
PS2,All-Star Baseball 2003 Review,Great,8
XBOX,Spy Hunter Review,Fair,6
XBOX,Tony Hawk's Pro Skater 3 Review,Superb,9
XBOX,Rallisport Challenge Review,Superb,9
PS2,Ecco the Dolphin: Defender of the Future Review,Good,7
PC,Command & Conquer Renegade Review,Good,7
PC,Hundred Swords Review,Good,7
PS2,State of Emergency Review,Great,8
PC,Beach Head 2002 Review,Poor,4
XBOX,WWF Raw Review,Fair,6
PS2,Grandia II Review,Good,7
PC,Betty Bad Review,Poor,4
PC,SimGolf Review,Great,8
PS2,Drakan: The Ancients' Gates Review,Good,7
PC,Demonworld: Dark Armies Review,Abysmal,1
XBOX,Genma Onimusha Review,Great,8
PS,Martian Gothic: Unification Review,Mediocre,5
PC,Darkened Skye Review,Good,7
PS,NASCAR Thunder 2002 Review,Mediocre,5
PC,Medal of Honor: Allied Assault Review,Superb,9
PC,Original War Review,Mediocre,5
PC,Alcatraz: Prison Escape Review,Abysmal,1
PS,Mega Man X6 Review,Good,7
PS2,NCAA March Madness 2002 Review,Good,7
XBOX,Batman: Vengeance Review,Good,7
PC,Deer Hunter 5: Tracking Trophies Review,Fair,6
PC,Combat Review,Fair,6
PC,Uplink Review,Good,7
PS2,Legend of Alon D'ar Review,Bad,3
PC,Gothic Review,Good,7
PC,Tetris Worlds Review,Bad,3
PC,Jumpgate Review,Great,8
PC,Larry Ragland 4x4 Challenge Review,Poor,4
PS2,Final Fantasy X Review,Superb,9
PS,Harry Potter and the Sorcerer's Stone Review,Poor,4
PS2,Harvest Moon: Save the Homeland Review,Great,8
